SCAI Rules Documentation ,,,,,,,
#,Source File ,Section,Name,Type,Description,Confilect ,Status
218,component_rules.md,11. Badge Rules - Approved Labels,New,Badge label,3 chars; Recently added,PASSED,FALSE
219,component_rules.md,11.2 Badge Character Limits,Maximum Characters,Badge constraint,15 characters maximum,PASSED,FALSE
220,component_rules.md,11.2 Badge Character Limits,Minimum Characters,Badge constraint,3 characters minimum,PASSED,FALSE
221,component_rules.md,11.2 Badge Character Limits,Case,Badge constraint,Title Case required,PASSED,FALSE
222,component_rules.md,11.3 Badge Usage by Article Type,Affiliate,Badge availability,Yes - Product Card,PASSED,FALSE
223,component_rules.md,11.3 Badge Usage by Article Type,Commercial,Badge availability,Yes - CTA Box and Feature sections,PASSED,FALSE
224,component_rules.md,11.3 Badge Usage by Article Type,Review,Badge availability,Yes - Rating section,PASSED,FALSE
225,component_rules.md,11.3 Badge Usage by Article Type,Comparison,Badge availability,Yes - Quick Verdict Box and Topic sections,PASSED,FALSE
226,component_rules.md,11.3 Badge Usage by Article Type,Listicle,Badge availability,Yes - List item headings,PASSED,FALSE
227,component_rules.md,11.3 Badge Usage by Article Type,Informational,Badge availability,Limited - Key Takeaways (rare),PASSED,FALSE
228,component_rules.md,11.3 Badge Usage by Article Type,How-To,Badge availability,No - N/A,PASSED,FALSE
229,component_rules.md,11.3 Badge Usage by Article Type,Local,Badge availability,Limited - Service Info Box,PASSED,FALSE
230,component_rules.md,11.3 Badge Usage by Article Type,Recipe,Badge availability,No - N/A,PASSED,FALSE
231,component_rules.md,11.4 Badge Rules,One Badge Per Component,Badge rule,Maximum one badge per component instance,PASSED,FALSE
232,component_rules.md,11.4 Badge Rules,Truthfulness,Badge rule,Badge must accurately represent content,PASSED,FALSE
233,component_rules.md,11.4 Badge Rules,No Custom Text,Badge rule,Only approved badge labels allowed,PASSED,FALSE
234,component_rules.md,11.4 Badge Rules,Conditional Display,Badge rule,Badge appears only when criteria met,PASSED,FALSE
235,component_rules.md,11.4 Badge Rules,No Stacking,Badge rule,Cannot combine multiple badges,PASSED,FALSE
236,component_rules.md,11.5 Badge Display Conditions,Best Seller Condition,Display condition,Product has high sales ranking,PASSED,FALSE
237,component_rules.md,11.5 Badge Display Conditions,Top Pick Condition,Display condition,Manually designated by editor,PASSED,FALSE
238,component_rules.md,11.5 Badge Display Conditions,Verified Condition,Display condition,Product/service verified by system,PASSED,FALSE
239,component_rules.md,11.5 Badge Display Conditions,Best Value Condition,Display condition,Price-to-feature ratio above threshold,PASSED,FALSE
240,component_rules.md,11.5 Badge Display Conditions,Budget Pick Condition,Display condition,Price below category average,PASSED,FALSE
241,component_rules.md,11.5 Badge Display Conditions,Premium Condition,Display condition,Price above category average,PASSED,FALSE
242,component_rules.md,12.1 AI Rewriting ALLOWED,H1 Titles,AI permission,ALLOWED - Must follow H1 rules,PASSED,FALSE
243,component_rules.md,12.1 AI Rewriting ALLOWED,H2 Headings,AI permission,ALLOWED - Must match H1 type,PASSED,FALSE
244,component_rules.md,12.1 AI Rewriting ALLOWED,H3 Headings,AI permission,ALLOWED - FAQ and Honorable Mentions only,PASSED,FALSE
245,component_rules.md,12.1 AI Rewriting ALLOWED,Paragraphs,AI permission,ALLOWED - All paragraph types,PASSED,FALSE
246,component_rules.md,12.1 AI Rewriting ALLOWED,List Items,AI permission,ALLOWED - Bullets and numbered lists,PASSED,FALSE
247,component_rules.md,12.1 AI Rewriting ALLOWED,Meta Title,AI permission,ALLOWED - Within character limits,PASSED,FALSE
248,component_rules.md,12.1 AI Rewriting ALLOWED,Meta Description,AI permission,ALLOWED - Within character limits,PASSED,FALSE
249,component_rules.md,12.1 AI Rewriting ALLOWED,Alt Text,AI permission,ALLOWED - For all image types,PASSED,FALSE
250,component_rules.md,12.1 AI Rewriting ALLOWED,CTA Text,AI permission,ALLOWED - Call-to-action copy,PASSED,FALSE
251,component_rules.md,12.1 AI Rewriting ALLOWED,Badge Selection,AI permission,ALLOWED - From approved list only,PASSED,FALSE
252,component_rules.md,12.1 AI Rewriting ALLOWED,Table Content,AI permission,ALLOWED - Comparison tables and nutrition tables,PASSED,FALSE
253,component_rules.md,12.1 AI Rewriting ALLOWED,FAQ Questions,AI permission,ALLOWED - Question generation,PASSED,FALSE
254,component_rules.md,12.1 AI Rewriting ALLOWED,FAQ Answers,AI permission,ALLOWED - Answer generation,PASSED,FALSE
255,component_rules.md,12.1 AI Rewriting ALLOWED,Images,AI permission,ALLOWED - Via image generation prompts,PASSED,FALSE
256,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Price,AI restriction,NOT ALLOWED - Source: External API / User Input,PASSED,FALSE
257,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Ratings,AI restriction,NOT ALLOWED - Source: External API,PASSED,FALSE
258,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Reviews,AI restriction,NOT ALLOWED - Source: External API,PASSED,FALSE
259,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Affiliate Links,AI restriction,NOT ALLOWED - Source: External API,PASSED,FALSE
260,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Product Specifications,AI restriction,NOT ALLOWED - Source: External API,PASSED,FALSE
261,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Business Name,AI restriction,NOT ALLOWED - Source: User Input,PASSED,FALSE
262,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Business Address,AI restriction,NOT ALLOWED - Source: User Input,PASSED,FALSE
263,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Business Phone,AI restriction,NOT ALLOWED - Source: User Input,PASSED,FALSE
264,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Service Hours,AI restriction,NOT ALLOWED - Source: User Input,PASSED,FALSE
265,component_rules.md,12.2 AI Rewriting NOT ALLOWED,License Numbers,AI restriction,NOT ALLOWED - Source: User Input,PASSED,FALSE
266,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Years in Business,AI restriction,NOT ALLOWED - Source: User Input,PASSED,FALSE
267,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Exact Quotes,AI restriction,NOT ALLOWED - Must preserve if provided,PASSED,FALSE
268,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Legal Disclaimers,AI restriction,NOT ALLOWED - Must use exact text,PASSED,FALSE
269,component_rules.md,12.2 AI Rewriting NOT ALLOWED,Trademark Names,AI restriction,NOT ALLOWED - Must preserve exact spelling,PASSED,FALSE
270,component_rules.md,13.2 Universal Components Data Sources,H1,Data source,LLM - Generated from keyword,PASSED,FALSE
271,component_rules.md,13.2 Universal Components Data Sources,Featured Image,Data source,LLM - Generated from H1,PASSED,FALSE
272,component_rules.md,13.2 Universal Components Data Sources,Overview Paragraph,Data source,LLM - Generated from H1,PASSED,FALSE
273,component_rules.md,13.2 Universal Components Data Sources,H2,Data source,LLM - Generated per section,PASSED,FALSE
274,component_rules.md,13.2 Universal Components Data Sources,Standard Paragraph,Data source,LLM - Generated per H2,PASSED,FALSE
275,component_rules.md,13.2 Universal Components Data Sources,H2 Image,Data source,LLM - Generated from H2,PASSED,FALSE
276,component_rules.md,13.2 Universal Components Data Sources,Closing H2,Data source,LLM - Generated for closure,PASSED,FALSE
277,component_rules.md,13.2 Universal Components Data Sources,Closing Paragraph,Data source,LLM - Generated for closure,PASSED,FALSE
278,component_rules.md,13.2 Universal Components Data Sources,FAQ H2,Data source,LLM - Generated,PASSED,FALSE
279,component_rules.md,13.2 Universal Components Data Sources,FAQ H3,Data source,LLM - Questions generated,PASSED,FALSE
280,component_rules.md,13.2 Universal Components Data Sources,FAQ Answer,Data source,LLM - Answers generated,PASSED,FALSE
281,component_rules.md,13.2 Universal Components Data Sources,Meta Title,Data source,LLM - SEO optimized,PASSED,FALSE
282,component_rules.md,13.2 Universal Components Data Sources,Meta Description,Data source,LLM - SEO optimized,PASSED,FALSE
283,component_rules.md,13.2 Universal Components Data Sources,Table of Contents,Data source,AUTO - Generated from H2s,PASSED,FALSE
284,component_rules.md,13.2 Universal Components Data Sources,Alt Text,Data source,LLM - Generated from image context,PASSED,FALSE
285,component_rules.md,13.3 Unique Components Data Sources,Product Card,Data source,API - Amazon/External API (Affiliate),PASSED,FALSE
286,component_rules.md,13.3 Unique Components Data Sources,Product Image,Data source,API - From product data (Affiliate),PASSED,FALSE
287,component_rules.md,13.3 Unique Components Data Sources,Product Name,Data source,API - From product data (Affiliate),PASSED,FALSE
288,component_rules.md,13.3 Unique Components Data Sources,Star Rating,Data source,API - From product data (Affiliate),PASSED,FALSE
289,component_rules.md,13.3 Unique Components Data Sources,Price,Data source,API - From product data (Affiliate),PASSED,FALSE
290,component_rules.md,13.3 Unique Components Data Sources,CTA Button,Data source,API - Affiliate link (Affiliate),PASSED,FALSE
291,component_rules.md,13.3 Unique Components Data Sources,Feature List,Data source,LLM - AI generated (Commercial),PASSED,FALSE
292,component_rules.md,13.3 Unique Components Data Sources,CTA Box,Data source,LLM - AI generated (Commercial),PASSED,FALSE
293,component_rules.md,13.3 Unique Components Data Sources,Service Info Box,Data source,USER - User provided (Local),PASSED,FALSE
294,component_rules.md,13.3 Unique Components Data Sources,Why Choose Local List,Data source,LLM - AI generated (Local),PASSED,FALSE
295,component_rules.md,13.3 Unique Components Data Sources,Materials/Requirements Box,Data source,LLM - AI generated (How-To),PASSED,FALSE
296,component_rules.md,13.3 Unique Components Data Sources,Pro Tips List,Data source,LLM - AI generated (How-To),PASSED,FALSE
297,component_rules.md,13.3 Unique Components Data Sources,Key Takeaways Box,Data source,LLM - AI generated (Informational),PASSED,FALSE
298,component_rules.md,13.3 Unique Components Data Sources,Quick Facts List,Data source,LLM - AI generated (Informational),PASSED,FALSE
299,component_rules.md,13.3 Unique Components Data Sources,Topic Overview,Data source,LLM - AI generated (Comparison),PASSED,FALSE
300,component_rules.md,13.3 Unique Components Data Sources,Comparison Table,Data source,LLM - AI generated (Comparison),PASSED,FALSE
301,component_rules.md,13.3 Unique Components Data Sources,Quick Verdict Box,Data source,LLM - AI generated (Comparison),PASSED,FALSE
302,component_rules.md,13.3 Unique Components Data Sources,Features List,Data source,LLM - AI generated (Review),PASSED,FALSE
303,component_rules.md,13.3 Unique Components Data Sources,Pros & Cons Lists,Data source,LLM - AI generated (Review),PASSED,FALSE
304,component_rules.md,13.3 Unique Components Data Sources,Rating Paragraph,Data source,LLM - AI generated (Review),PASSED,FALSE
305,component_rules.md,13.3 Unique Components Data Sources,Honorable Mentions,Data source,LLM - AI generated (Listicle),PASSED,FALSE
306,component_rules.md,13.3 Unique Components Data Sources,Ingredients List,Data source,LLM - AI generated (Recipe),PASSED,FALSE
307,component_rules.md,13.3 Unique Components Data Sources,Instructions List,Data source,LLM - AI generated (Recipe),PASSED,FALSE
308,component_rules.md,13.3 Unique Components Data Sources,Tips Paragraph,Data source,LLM - AI generated (Recipe),PASSED,FALSE
309,component_rules.md,13.3 Unique Components Data Sources,Nutrition Table,Data source,LLM - AI generated with approximate disclaimer (Recipe),PASSED,FALSE
310,component_rules.md,14.1 Universal Validation Rules,Required Fields,Validation rule,All required fields must be present - Action: Reject and flag for completion,PASSED,FALSE
311,component_rules.md,14.1 Universal Validation Rules,Character Limits,Validation rule,Must not exceed defined limits - Action: Truncate or regenerate,PASSED,FALSE
312,component_rules.md,14.1 Universal Validation Rules,Word Limits,Validation rule,Must be within word count range - Action: Regenerate if too short/long,PASSED,FALSE
313,component_rules.md,14.1 Universal Validation Rules,Format Match,Validation rule,Must match expected structure - Action: Regenerate,PASSED,FALSE
314,component_rules.md,14.1 Universal Validation Rules,Content Type,Validation rule,Must be appropriate type (text/list/etc.) - Action: Regenerate,PASSED,FALSE
315,component_rules.md,14.2 Component-Specific Validation,H1 Validation,Validation detail,Required: Text content; Format: <=60 chars; Content: Contains keyword,PASSED,FALSE
316,component_rules.md,14.2 Component-Specific Validation,H2 Validation,Validation detail,Required: Text content; Format: <=60 chars; Content: Matches H1 type,PASSED,FALSE
317,component_rules.md,14.2 Component-Specific Validation,Paragraph Validation,Validation detail,Required: Text content; Format: Word count in range; Content: Ends with period,PASSED,FALSE
318,component_rules.md,14.2 Component-Specific Validation,Meta Title Validation,Validation detail,Required: Text content; Format: 50-60 chars; Content: Contains keyword,PASSED,FALSE
319,component_rules.md,14.2 Component-Specific Validation,Meta Description Validation,Validation detail,Required: Text content; Format: 140-160 chars; Content: Summarizes content,PASSED,FALSE
320,component_rules.md,14.2 Component-Specific Validation,Alt Text Validation,Validation detail,Required: Text content; Format: 80-125 chars; Content: Describes image,PASSED,FALSE
321,component_rules.md,14.2 Component-Specific Validation,Bulleted List Validation,Validation detail,Required: >=3 items; Format: Proper ul format; Content: Each item complete,PASSED,FALSE
322,component_rules.md,14.2 Component-Specific Validation,Numbered List Validation,Validation detail,Required: >=3 items; Format: Proper ol format; Content: Sequential logic,PASSED,FALSE
323,component_rules.md,14.2 Component-Specific Validation,Table Validation,Validation detail,Required: Headers + rows; Format: Proper table format; Content: All cells filled,PASSED,FALSE
324,component_rules.md,14.2 Component-Specific Validation,Product Card Validation,Validation detail,Required: All 5 elements; Format: Card structure; Content: Valid price/rating,PASSED,FALSE
325,component_rules.md,14.2 Component-Specific Validation,Service Info Box Validation,Validation detail,Required: >=5 rows; Format: 2-column format; Content: Valid contact info,PASSED,FALSE
326,component_rules.md,14.3 Validation Status Codes,VALID,Status code,Pass - Component meets all requirements,PASSED,FALSE
327,component_rules.md,14.3 Validation Status Codes,INVALID_FORMAT,Status code,Fail - Structure doesn't match expected format,PASSED,FALSE
